epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,118.724,0.84841,5.44142,0.01065,0.04755,0.06384,0.03628,0.02907,0.64347,3.72549,0.01002,0.000136794,0.000136794,0.000136794
2,161.667,0.91829,4.90022,0.01128,0.78456,0.06636,0.13013,0.09932,0.81682,2.7392,0.01363,0.000275248,0.000275248,0.000275248
3,226.611,0.94184,4.32745,0.01156,0.47267,0.263,0.24211,0.18263,0.92685,2.26616,0.01652,0.000413151,0.000413151,0.000413151
4,289.609,0.96682,3.93597,0.01252,0.45555,0.32409,0.32599,0.24309,0.95533,2.07118,0.01699,0.000414523,0.000414523,0.000414523
5,363.453,1.0017,3.58926,0.01216,0.4719,0.40165,0.39635,0.29199,0.95463,1.8542,0.01737,0.000413697,0.000413697,0.000413697
6,446.718,0.98823,3.3281,0.01249,0.46474,0.43373,0.41401,0.30153,0.95689,1.80672,0.01741,0.000412872,0.000412872,0.000412872
7,531.755,0.98748,3.1753,0.01264,0.47595,0.45776,0.44724,0.32325,0.99009,1.78275,0.01844,0.000412046,0.000412046,0.000412046
8,621.806,0.98654,2.96808,0.01277,0.51208,0.45992,0.46442,0.33548,0.98631,1.74447,0.01804,0.00041122,0.00041122,0.00041122
9,713.957,0.97114,2.84386,0.01281,0.53516,0.48348,0.49026,0.35707,0.9855,1.63675,0.0181,0.000410395,0.000410395,0.000410395
10,805.262,0.97064,2.76637,0.01223,0.5198,0.48249,0.48487,0.35138,0.9916,1.65073,0.01834,0.000409569,0.000409569,0.000409569
11,898.085,0.95448,2.6583,0.01233,0.54996,0.50017,0.51257,0.37041,0.99664,1.5971,0.01827,0.000408743,0.000408743,0.000408743
12,990.233,0.96954,2.52189,0.01227,0.56636,0.49673,0.52005,0.37464,1.00676,1.60612,0.01887,0.000407918,0.000407918,0.000407918
13,1083.66,0.93825,2.355,0.01181,0.58312,0.50271,0.53103,0.3828,1.00261,1.5879,0.01856,0.000407092,0.000407092,0.000407092
14,1170.97,0.94298,2.29053,0.01213,0.58466,0.49962,0.52148,0.3705,1.03355,1.60459,0.01967,0.000406266,0.000406266,0.000406266
15,1252.22,0.9617,2.25349,0.01241,0.61324,0.50436,0.54666,0.39806,1.00802,1.56195,0.01854,0.000405441,0.000405441,0.000405441
16,1342.53,0.95719,2.12829,0.01207,0.61245,0.51983,0.55115,0.39279,1.03078,1.54517,0.01927,0.000404615,0.000404615,0.000404615
17,1434.86,0.93981,2.00718,0.01191,0.61179,0.52598,0.56108,0.40354,1.02216,1.52672,0.0189,0.000403789,0.000403789,0.000403789
18,1526.45,0.9258,1.97873,0.01203,0.61752,0.52975,0.56455,0.40393,1.02981,1.52632,0.01952,0.000402964,0.000402964,0.000402964
19,1617.67,0.93837,1.94933,0.0122,0.61185,0.54007,0.56913,0.41102,1.01562,1.51131,0.01873,0.000402138,0.000402138,0.000402138
20,1709.47,0.94155,1.86845,0.01214,0.633,0.53805,0.57241,0.41042,1.02297,1.50071,0.01896,0.000401312,0.000401312,0.000401312
21,1800.91,0.93285,1.82894,0.01222,0.64168,0.53753,0.5748,0.41551,1.01187,1.52266,0.01866,0.000400487,0.000400487,0.000400487
22,1889.11,0.92044,1.76391,0.0119,0.63849,0.54711,0.58433,0.41892,1.0264,1.49625,0.0189,0.000399661,0.000399661,0.000399661
23,1969.72,0.90133,1.68542,0.01166,0.65281,0.5324,0.57516,0.41127,1.04633,1.53465,0.01957,0.000398835,0.000398835,0.000398835
24,2060.4,0.93572,1.6439,0.01175,0.63617,0.53909,0.57294,0.40646,1.05542,1.52356,0.02006,0.00039801,0.00039801,0.00039801
25,2151.98,0.92398,1.58085,0.01177,0.63402,0.54084,0.57458,0.40934,1.04793,1.52414,0.01984,0.000397184,0.000397184,0.000397184
26,2242.77,0.90632,1.58443,0.01157,0.65828,0.53988,0.57874,0.4091,1.04789,1.51085,0.01959,0.000396358,0.000396358,0.000396358
27,2334.97,0.90029,1.54567,0.01229,0.64035,0.54622,0.57076,0.40488,1.05031,1.52694,0.01952,0.000395533,0.000395533,0.000395533
28,2426.36,0.9106,1.51415,0.01179,0.63914,0.54756,0.5751,0.40942,1.04674,1.51345,0.01948,0.000394707,0.000394707,0.000394707
29,2518.63,0.90832,1.45834,0.01173,0.64165,0.54664,0.58266,0.41769,1.04775,1.51315,0.01961,0.000393882,0.000393882,0.000393882
